time_s,apriltag_id,left_u,left_v,right_u,right_v,x,y,z,rot_x,rot_y,rot_z,w
-0.09541196,16,926.48757688,51.56866486,887.42332738,50.59608150,-0.29235935,2.00168304,1.63467893,0.02423607,0.03401059,0.99877003,0.02667740
-0.09541196,38,1141.91514402,212.87692809,1106.98712492,211.71670451,-0.29235935,2.00168304,1.63467893,0.02423607,0.03401059,0.99877003,0.02667740
-0.09541196,40,1331.04226784,286.74963985,1297.10882078,285.46116936,-0.29235935,2.00168304,1.63467893,0.02423607,0.03401059,0.99877003,0.02667740
-0.09541196,54,1162.70410433,37.06618740,1123.04389309,35.95175492,-0.29235935,2.00168304,1.63467893,0.02423607,0.03401059,0.99877003,0.02667740
0.10458804,16,850.50891987,60.76343573,811.59264048,59.95909406,-0.32606348,2.03299741,1.65576476,0.01341874,0.04327333,0.99805073,0.04286303
0.10458804,54,1084.50299477,37.03351416,1045.24709548,36.17318817,-0.32606348,2.03299741,1.65576476,0.01341874,0.04327333,0.99805073,0.04286303
0.30458804,16,959.74990805,87.71908726,921.39345853,87.16151000,-0.37138608,2.05945953,1.68263356,-0.00526763,0.04314209,0.99683047,0.06662908
0.30458804,54,1196.57227987,59.10723383,1156.96368949,58.28669837,-0.37138608,2.05945953,1.68263356,-0.00526763,0.04314209,0.99683047,0.06662908
0.50458804,16,993.06351070,112.77040970,954.44729263,112.00494548,-0.40865216,2.07611803,1.73425195,-0.01913608,0.03939715,0.99524908,0.08693143
0.50458804,38,1220.70899676,261.12070856,1185.63717731,260.06422901,-0.40865216,2.07611803,1.73425195,-0.01913608,0.03939715,0.99524908,0.08693143
0.50458804,40,1423.83456069,324.45798069,1389.25887020,323.61802038,-0.40865216,2.07611803,1.73425195,-0.01913608,0.03939715,0.99524908,0.08693143
0.50458804,54,1231.11788711,80.22647670,1191.25017742,79.27360676,-0.40865216,2.07611803,1.73425195,-0.01913608,0.03939715,0.99524908,0.08693143
1.78458804,38,1229.07204738,128.19608469,1192.74306122,126.65055537,-0.63436897,2.07954353,2.21612196,-0.02503147,0.01279055,0.99697933,0.07240120
1.84458778,35,1756.42895647,512.32521970,1723.99265475,511.38702374,-0.66146431,2.07881650,2.22553361,-0.02755697,0.01144116,0.99708303,0.07024978
1.84458778,36,1745.86119629,318.63028030,1713.93014259,317.54375198,-0.66146431,2.07881650,2.22553361,-0.02755697,0.01144116,0.99708303,0.07024978
1.84458778,38,1251.17367106,128.91601553,1214.53016503,127.75047873,-0.66146431,2.07881650,2.22553361,-0.02755697,0.01144116,0.99708303,0.07024978
1.84458778,40,1460.90131659,210.32790882,1424.44374486,209.30341388,-0.66146431,2.07881650,2.22553361,-0.02755697,0.01144116,0.99708303,0.07024978
