time_s,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8,x,y,z,w,rot_x,rot_y,rot_z
-0.69683931,0.57233679,0.78506911,-0.14576897,0.18667744,1.91796303,0.42065228,1.20534363,0.42065239,2.97206535,1.85422385,1.20534349,1.85422399,2.16346407,-0.02574789,-0.03919348,-0.00371271,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.51606083,-0.19275387,-8.69291306,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69511706,1.77492782,2.10549744,0.02511154,-0.22711381,0.02589972,0.97319984
-0.67954932,0.57228190,0.78506821,-0.14583336,0.18679921,1.91627276,0.42017403,1.20395479,0.42017403,2.97045404,1.85282822,1.20395465,1.85282822,2.16177519,-0.03216356,-0.03769039,0.01576503,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.57820415,-0.15759753,-8.71911335,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69537422,1.77490619,2.10521356,0.02495654,-0.22725028,0.02581720,0.97317416
-0.67460955,0.57228106,0.78505361,-0.14585997,0.18684232,1.91596357,0.42015640,1.20368868,0.42015644,2.97023600,1.85256198,1.20368882,1.85256198,2.16136904,-0.02952288,-0.03924432,0.02226281,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.59252071,-0.15536146,-8.72865200,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69546466,1.77489350,2.10511618,0.02491584,-0.22729832,0.02577746,0.97316504
-0.66966952,0.57229155,0.78502858,-0.14588577,0.18689555,1.91579582,0.42023186,1.20354004,0.42023186,2.97023295,1.85244022,1.20354004,1.85244008,2.16107260,-0.03592815,-0.03510613,0.02874968,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.61160946,-0.16033529,-8.72625732,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69555927,1.77487766,2.10501523,0.02488162,-0.22734707,0.02572893,0.97315581
-0.66472948,0.57230586,0.78499585,-0.14591911,0.18696295,1.91561061,0.42035314,1.20337811,0.42035314,2.97021245,1.85226498,1.20337797,1.85226512,2.16068196,-0.03486313,-0.03667373,0.03037228,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.63069820,-0.16530913,-8.70953846,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69565445,1.77485918,2.10491439,0.02485640,-0.22739364,0.02567209,0.97314708
-0.65978945,0.57232106,0.78495932,-0.14596179,0.18703657,1.91539825,0.42051646,1.20320412,0.42051639,2.97008390,1.85202201,1.20320399,1.85202201,2.16022012,-0.03224531,-0.03244053,0.03147045,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.64021635,-0.16302529,-8.67849064,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69573894,1.77484072,2.10482527,0.02484204,-0.22743269,0.02561456,0.97313984
-0.65484942,0.57234037,0.78491277,-0.14601161,0.18713374,1.91513090,0.42075209,1.20299565,0.42075206,2.96988858,1.85171200,1.20299565,1.85171200,2.15963056,-0.03701175,-0.03512111,0.03577991,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.64260244,-0.16543695,-8.64745426,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69583344,1.77481788,2.10472571,0.02483500,-0.22747439,0.02554252,0.97313216
-0.64002932,0.57241786,0.78474802,-0.14614284,0.18748498,1.91446862,0.42167050,1.20254073,0.42167071,2.96972319,1.85096757,1.20254073,1.85096785,2.15797576,-0.03284933,-0.02561530,0.04122527,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.70700026,-0.17327636,-8.69755650,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69615488,1.77472389,2.10438345,0.02488491,-0.22761014,0.02523874,0.97310707
-0.62520948,0.57250547,0.78457588,-0.14623661,0.18786447,1.91398766,0.42268568,1.20227477,0.42268575,2.97005564,1.85051141,1.20227477,1.85051155,2.15659218,-0.03288395,-0.01772471,0.03637435,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.71893072,-0.19010788,-8.65697765,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69643501,1.77462067,2.10407073,0.02501433,-0.22777539,0.02492902,0.97307307
-0.62026945,0.57253402,0.78452098,-0.14626285,0.18798622,1.91385039,0.42301585,1.20220523,0.42301599,2.97021882,1.85039851,1.20220523,1.85039851,2.15617951,-0.03183207,-0.01666240,0.03692118,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.71893072,-0.19010788,-8.66891479,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,-0.69648923,1.77459805,2.10400740,0.02504704,-0.22782093,0.02486907,0.97306310
