time_s,apriltag_id,left_u,left_v,right_u,right_v,x,y,z,rot_x,rot_y,rot_z,w
0.05420788,13,554.51157667,233.21062677,512.09381465,233.63475249,0.60267545,0.44060183,2.04214367,0.05061570,0.24088167,-0.16101838,0.95576521
0.05420788,18,112.65610396,256.12073269,70.72835245,256.00844824,0.60267545,0.44060183,2.04214367,0.05061570,0.24088167,-0.16101838,0.95576521
0.25420788,13,553.79249062,228.80289610,511.27999364,229.21984369,0.59902869,0.44139554,2.04448781,0.05010845,0.23978245,-0.16188602,0.95592176
0.25420788,18,112.05799261,251.29420295,69.83482076,251.04198633,0.59902869,0.44139554,2.04448781,0.05010845,0.23978245,-0.16188602,0.95592176
0.59420814,13,562.65000943,226.04437612,520.22541959,226.31414363,0.59270188,0.43938572,2.04884027,0.05076084,0.23723279,-0.16464027,0.95605309
0.59420814,18,124.56008578,249.77540917,82.50083454,249.68061438,0.59270188,0.43938572,2.04884027,0.05076084,0.23723279,-0.16464027,0.95605309
0.65420788,13,562.98986194,224.49838163,520.57054071,224.85878433,0.59180560,0.44007977,2.04988528,0.05007140,0.23687367,-0.16550327,0.95602947
0.65420788,18,125.13844158,248.64939880,83.19588617,248.45812531,0.59180560,0.44007977,2.04988528,0.05007140,0.23687367,-0.16550327,0.95602947
0.72420801,13,564.44392541,223.23965046,521.88780210,223.49858551,0.59124660,0.44116670,2.05089851,0.04923160,0.23635578,-0.16619208,0.95608178
0.72420801,18,127.39244822,247.22925793,85.11859620,247.05931156,0.59124660,0.44116670,2.05089851,0.04923160,0.23635578,-0.16619208,0.95608178
0.79420814,13,567.35255724,221.13676040,524.76539727,221.36916796,0.59114627,0.44249902,2.05160037,0.04864701,0.23600644,-0.16621005,0.95619488
0.79420814,18,131.23492259,244.72142720,89.18097375,244.70521578,0.59114627,0.44249902,2.05160037,0.04864701,0.23600644,-0.16621005,0.95619488
0.99420814,13,568.63238114,217.60871151,526.28428283,217.84986514,0.59408975,0.44757363,2.05079291,0.04693074,0.23677439,-0.16468963,0.95635385
0.99420814,18,133.16637621,239.95131771,91.25999455,239.82612296,0.59408975,0.44757363,2.05079291,0.04693074,0.23677439,-0.16468963,0.95635385
1.05420788,13,565.79448683,217.70876082,523.60256956,217.93142109,0.59584738,0.44922311,2.04987532,0.04638135,0.23737482,-0.16368324,0.95640459
1.05420788,18,129.02952161,239.12981675,87.52294769,239.05050326,0.59584738,0.44922311,2.04987532,0.04638135,0.23737482,-0.16368324,0.95640459
1.12420801,13,562.09681021,217.72488794,519.85595954,217.87952996,0.59787287,0.45018435,2.04857680,0.04616684,0.23807450,-0.16308562,0.95634315
1.12420801,18,123.91518122,238.17240434,82.12225653,238.19596691,0.59787287,0.45018435,2.04857680,0.04616684,0.23807450,-0.16308562,0.95634315
6.88420801,1,1190.59184667,489.63785947,1154.35919814,489.90048112,1.27021781,-0.89169689,1.99733978,0.17392651,0.18976815,-0.78167849,0.56807823
6.88420801,17,1532.94573099,513.30101736,1482.66573647,513.50981831,1.27021781,-0.89169689,1.99733978,0.17392651,0.18976815,-0.78167849,0.56807823
6.88420801,18,1851.65695827,65.55981761,1792.35221546,65.63200886,1.27021781,-0.89169689,1.99733978,0.17392651,0.18976815,-0.78167849,0.56807823
6.88420801,21,1493.80587646,227.29242068,1447.37123792,227.37734567,1.27021781,-0.89169689,1.99733978,0.17392651,0.18976815,-0.78167849,0.56807823
7.15420814,1,1270.99145090,495.30580510,1233.31632799,495.44523505,1.24924391,-0.99177062,1.98748224,0.18677327,0.18355547,-0.79789733,0.54293782
7.15420814,17,1649.47945111,506.18362769,1595.08041422,506.20220490,1.24924391,-0.99177062,1.98748224,0.18677327,0.18355547,-0.79789733,0.54293782
7.15420814,21,1591.96278112,203.76500858,1542.24049283,203.99837454,1.24924391,-0.99177062,1.98748224,0.18677327,0.18355547,-0.79789733,0.54293782
