time_s,apriltag_id,left_u,left_v,right_u,right_v,x,y,z,rot_x,rot_y,rot_z,w
-0.11758360,31,942.46521796,294.30990689,895.46726847,294.21074123,0.48294043,0.69608299,1.73415913,0.01493754,0.15867402,-0.01768913,0.98705953
-0.05758360,20,1519.56163566,142.17641450,1476.67317424,142.19963456,0.48446019,0.69639011,1.73420051,0.01483010,0.15900450,-0.01729673,0.98701492
-0.05758360,31,941.50436103,296.74222985,894.49981998,296.64627102,0.48446019,0.69639011,1.73420051,0.01483010,0.15900450,-0.01729673,0.98701492
0.01241628,31,941.25689977,297.77629842,894.19670907,297.64618814,0.48514574,0.69700249,1.73440111,0.01425053,0.15891407,-0.01719533,0.98703977
0.21241628,20,1519.86697340,142.81563412,1477.16914772,142.73474834,0.48403685,0.69815902,1.73611416,0.01358678,0.15704691,-0.01688133,0.98735337
0.21241628,31,941.07624871,294.71893168,894.19239435,294.51586542,0.48403685,0.69815902,1.73611416,0.01358678,0.15704691,-0.01688133,0.98735337
0.28241640,20,1519.60984931,140.62473338,1476.59991898,140.61436524,0.48417703,0.69835200,1.73617221,0.01381186,0.15698952,-0.01700641,0.98735723
0.28241640,31,940.16765929,292.74187539,893.22705987,292.57872262,0.48417703,0.69835200,1.73617221,0.01381186,0.15698952,-0.01700641,0.98735723
0.48241640,20,1521.98664040,142.75458313,1479.23220867,142.79983108,0.48832366,0.70169453,1.73284400,0.01067806,0.16003247,-0.02081320,0.98683449
0.48241640,31,942.87550305,295.36569087,896.03038485,295.34956552,0.48832366,0.70169453,1.73284400,0.01067806,0.16003247,-0.02081320,0.98683449
1.15241653,31,940.00758088,293.38221012,893.09879647,293.19916612,0.48909978,0.70666582,1.73773783,0.00776072,0.15798810,-0.02549193,0.98708076
1.22241640,20,1532.01998094,144.77067831,1489.50628228,144.59751203,0.49514875,0.70171532,1.73943492,0.00732514,0.15989788,-0.03473038,0.98649478
