time_s,apriltag_id,left_u,left_v,right_u,right_v,x,y,z,rot_x,rot_y,rot_z,w,cam_x,cam_y,cam_z,cam_rot_x,cam_rot_y,cam_rot_z,cam_w,valid_frame,gt_left_u,gt_left_v,gt_right_u,gt_right_v
0.15645148,31,858.50952236,312.06745801,816.28389721,311.99222622,0.80195232,0.69968573,2.25055683,0.01243707,0.17008427,0.01097686,0.98528981,0.79049981,0.54666842,2.22688047,0.57117353,0.59134076,0.40887395,-0.39610479,1.00000000,847.81292787,318.78927561,805.73503805,318.78927561
0.22645161,13,260.65569111,110.41611819,215.18076395,109.86058226,0.80276182,0.69919817,2.24969843,0.01309667,0.17181136,0.01398858,0.98494325,0.79210837,0.54617188,2.22570910,0.57062859,0.59319853,0.40970257,-0.39324587,1.00000000,237.75498152,114.56401834,193.63717811,114.56401834
0.22645161,31,855.08613326,314.11207102,812.38153858,314.03567875,0.80276182,0.69919817,2.24969843,0.01309667,0.17181136,0.01398858,0.98494325,0.79210837,0.54617188,2.22570910,0.57062859,0.59319853,0.40970257,-0.39324587,1.00000000,841.18482998,322.52854371,799.08629565,322.52854371
0.36645135,31,837.74530922,321.49270535,794.84166656,321.50275305,0.81170208,0.70010573,2.24617783,0.01453627,0.17899782,0.01741826,0.98358686,0.80168843,0.54710561,2.22174996,0.57242714,0.59710641,0.40794819,-0.38648335,1.00000000,832.28212809,338.04117503,790.12523353,338.04117503
0.42645161,31,832.63004885,331.55150198,790.23629137,331.82350538,0.81810305,0.70134300,2.24006986,0.00839202,0.18218239,0.01040559,0.98317378,0.80618149,0.54812689,2.21796266,0.57429536,0.59802418,0.39948808,-0.39110254,1.00000000,851.07056857,345.52490025,808.94868561,345.52490025
0.49645148,31,851.06573856,339.35921270,808.88905063,339.30504317,0.82022311,0.70284571,2.23711600,0.00819544,0.18363256,0.01168017,0.98289124,0.80863647,0.54960010,2.21503518,0.57410969,0.59933423,0.39917197,-0.38968998,1.00000000,847.96695505,349.04396888,805.81059861,349.04396888
1.09645148,13,257.47009570,167.98943901,211.61923915,167.43897027,0.85067858,0.70431040,2.21404887,0.00528177,0.20082719,0.01642799,0.97947464,0.83999047,0.55085154,2.19302101,0.57691059,0.60998911,0.38988343,-0.37825701,1.00000000,239.07129819,172.33828254,194.95041306,172.33828254
1.09645148,31,847.64044594,380.34217418,804.48437250,380.26659936,0.85067858,0.70431040,2.21404887,0.00528177,0.20082719,0.01642799,0.97947464,0.83999047,0.55085154,2.19302101,0.57691059,0.60998911,0.38988343,-0.37825701,1.00000000,838.53029598,387.56116414,796.04648664,387.56116414
1.43645148,31,816.68599057,392.33850511,773.34699765,392.28834261,0.85557196,0.70026497,2.21090159,0.01268959,0.20426818,0.02759549,0.97844357,0.84762970,0.54705347,2.18704402,0.57606168,0.61309631,0.39709674,-0.36685152,1.00000000,810.89491146,395.43266947,768.20392007,395.43266947
1.56645136,13,215.11545222,181.84612559,169.16993942,181.24516261,0.85595198,0.69788476,2.21273341,0.01336229,0.20213053,0.02592425,0.97892412,0.84755716,0.54472057,2.18872744,0.57645279,0.61111391,0.39789522,-0.36867516,1.00000000,201.26282148,176.92075347,156.38536471,176.92075347
1.56645136,31,823.12355683,392.91669704,780.29483288,392.64987610,0.85595198,0.69788476,2.21273341,0.01336229,0.20213053,0.02592425,0.97892412,0.84755716,0.54472057,2.18872744,0.57645279,0.61111391,0.39789522,-0.36867516,1.00000000,814.78205652,390.45591483,772.09477130,390.45591483
1.70645161,13,212.91529401,178.55427251,166.25228113,177.94635774,0.85594763,0.70015405,2.21404920,0.01354784,0.20297758,0.03059157,0.97861160,0.84890663,0.54697314,2.18971692,0.57440557,0.61359756,0.39976393,-0.36571175,1.00000000,186.48835412,174.66101671,141.33282259,174.66101671
1.70645161,31,818.94518050,389.98343219,775.75678192,389.77353647,0.85594763,0.70015405,2.21404920,0.01354784,0.20297758,0.03059157,0.97861160,0.84890663,0.54697314,2.18971692,0.57440557,0.61359756,0.39976393,-0.36571175,1.00000000,804.13609116,391.26503985,761.39745476,391.26503985
1.83645148,13,192.81349047,174.90344085,145.74583738,174.28872614,0.85626654,0.70376514,2.21323042,0.01807565,0.20389330,0.03931132,0.97803622,0.85151355,0.55080650,2.18701802,0.57236042,0.61586550,0.40573893,-0.35845384,1.00000000,151.65736257,175.27954093,105.84316598,175.27954093
1.83645148,31,805.21949420,388.94305947,761.94406003,388.91349519,0.85626654,0.70376514,2.21323042,0.01807565,0.20389330,0.03931132,0.97803622,0.85151355,0.55080650,2.18701802,0.57236042,0.61586550,0.40573893,-0.35845384,1.00000000,781.07939555,393.37662255,738.18497631,393.37662255
1.90645161,31,791.88839798,390.38511185,748.38698378,390.56167126,0.85666467,0.70570544,2.21223786,0.01984657,0.20445413,0.04329047,0.97771701,0.85296591,0.55285117,2.18525789,0.57132038,0.61708717,0.40821512,-0.35518567,1.00000000,770.61811802,394.74985791,727.64186420,394.74985791
1.96645136,13,152.95393687,176.65587239,105.05403603,175.76214388,0.85763670,0.70713204,2.21131245,0.01835048,0.20438303,0.04152349,0.97783761,0.85350774,0.55419158,2.18488904,0.57150206,0.61696976,0.40665233,-0.35688598,1.00000000,142.60604582,174.95627889,96.60715185,174.95627889
1.96645136,31,778.90231837,392.76138754,735.58171224,392.63745694,0.85763670,0.70713204,2.21131245,0.01835048,0.20438303,0.04152349,0.97783761,0.85350774,0.55419158,2.18488904,0.57150206,0.61696976,0.40665233,-0.35688598,1.00000000,774.95422530,394.50315175,731.99400091,394.50315175
2.03645148,13,149.24441408,177.36776752,101.76017503,176.76975123,0.85835939,0.70922472,2.21093823,0.01750396,0.20515132,0.04068105,0.97772769,0.85399745,0.55623554,2.18483629,0.57183057,0.61729578,0.40536002,-0.35726597,1.00000000,145.81313848,176.35644540,99.89582150,176.35644540
2.03645148,31,779.03230137,393.48434029,735.90273059,393.23652687,0.85835939,0.70922472,2.21093823,0.01750396,0.20515132,0.04068105,0.97772769,0.85399745,0.55623554,2.18483629,0.57183057,0.61729578,0.40536002,-0.35726597,1.00000000,776.58753426,396.07056238,733.63981396,396.07056238
2.63645148,13,110.32088125,187.68568192,61.65597447,187.25115295,0.86967448,0.72787934,2.19979269,0.02270273,0.21299051,0.05164483,0.97542423,0.86789094,0.57521252,2.17158470,0.57149449,0.62293658,0.40853774,-0.34415256,1.00000000,94.33309745,192.99479345,47.46384504,192.99479345
2.63645148,31,749.87582401,407.66970443,706.16810983,407.51109628,0.86967448,0.72787934,2.19979269,0.02270273,0.21299051,0.05164483,0.97542423,0.86789094,0.57521252,2.17158470,0.57149449,0.62293658,0.40853774,-0.34415256,1.00000000,742.09254648,414.71275197,698.76267035,414.71275197
2.77645148,13,103.63380438,193.28805754,54.87011734,192.78565299,0.87222854,0.73301097,2.19837822,0.02536501,0.21575108,0.05659508,0.97447681,0.87161162,0.58053660,2.16910002,0.57116651,0.62498592,0.41056509,-0.33852286,1.00000000,71.91844582,198.76177832,24.63084768,198.76177832
2.77645148,31,745.40100810,413.27261827,701.41062376,413.10085765,0.87222854,0.73301097,2.19837822,0.02536501,0.21575108,0.05659508,0.97447681,0.87161162,0.58053660,2.16910002,0.57116651,0.62498592,0.41056509,-0.33852286,1.00000000,727.48739803,420.97838517,684.01916948,420.97838517
2.83645148,13,87.30667613,194.56482015,38.27003162,194.15546662,0.87263009,0.73519733,2.19884933,0.02324294,0.21572175,0.05482360,0.97463721,0.87163112,0.58258327,2.17031905,0.57107615,0.62521345,0.40867709,-0.34053372,1.00000000,80.18006282,196.91815201,33.06720626,196.91815201
2.83645148,31,734.95222339,415.12716131,691.05482458,415.05239728,0.87263009,0.73519733,2.19884933,0.02324294,0.21572175,0.05482360,0.97463721,0.87163112,0.58258327,2.17031905,0.57107615,0.62521345,0.40867709,-0.34053372,1.00000000,732.09018260,420.19546651,688.66369321,420.19546651
2.97645148,13,97.28675129,191.09573802,49.10586093,190.34771858,0.87083060,0.73849430,2.20099856,0.02151454,0.21264443,0.05306847,0.97545024,0.86957014,0.58577543,2.17304529,0.57000949,0.62406068,0.40882616,-0.34423629,1.00000000,86.65067707,188.07022315,39.65549875,188.07022315
2.97645148,31,743.64082499,411.93755625,700.03947201,411.59947427,0.87083060,0.73849430,2.20099856,0.02151454,0.21264443,0.05306847,0.97545024,0.86957014,0.58577543,2.17304529,0.57000949,0.62406068,0.40882616,-0.34423629,1.00000000,736.08728438,412.58136804,692.70636843,412.58136804
3.50645161,13,100.98406753,183.46052652,52.34470434,182.95319839,0.87573569,0.74623441,2.19755059,0.02189799,0.21606016,0.05558957,0.97455005,0.87504250,0.59355268,2.16937556,0.57012870,0.62637440,0.40816050,-0.34060737,1.00000000,74.22232578,194.28244830,27.00635730,194.28244830
3.50645161,31,741.60957417,409.33904197,697.66827900,409.22461288,0.87573569,0.74623441,2.19755059,0.02189799,0.21606016,0.05558957,0.97455005,0.87504250,0.59355268,2.16937556,0.57012870,0.62637440,0.40816050,-0.34060737,1.00000000,727.32755651,420.03823529,683.82742673,420.03823529
3.97645148,13,94.05748686,206.93519584,45.83894928,206.53505542,0.89892361,0.75477159,2.17392247,0.01423640,0.22721734,0.04657344,0.97262543,0.89556734,0.60158513,2.14884911,0.57541000,0.63027091,0.39323129,-0.34209805,1.00000000,108.41294216,219.90669320,61.80906312,219.90669320
3.97645148,31,741.12649414,431.32714338,697.40499545,431.27935606,0.89892361,0.75477159,2.17392247,0.01423640,0.22721734,0.04657344,0.97262543,0.89556734,0.60158513,2.14884911,0.57541000,0.63027091,0.39323129,-0.34209805,1.00000000,747.83424654,446.75649877,704.17993985,446.75649877
4.04645136,13,110.96631234,211.56948612,62.98967706,211.08353146,0.90272515,0.75655523,2.16922903,0.01220559,0.22914066,0.04521653,0.97226592,0.89902663,0.60325751,2.14489472,0.57584841,0.63137266,0.39037823,-0.34259598,1.00000000,114.37820666,223.27365971,67.87113932,223.27365971
4.04645136,31,750.92928068,437.44006092,707.11936411,437.44090784,0.90272515,0.75655523,2.16922903,0.01220559,0.22914066,0.04521653,0.97226592,0.89902663,0.60325751,2.14489472,0.57584841,0.63137266,0.39037823,-0.34259598,1.00000000,751.27275831,451.31765004,707.58497859,451.31765004
4.51645148,13,120.10633243,228.28679854,72.07624160,227.78012000,0.90937783,0.75561706,2.16393589,0.01179960,0.23067134,0.04139554,0.97207909,0.90450177,0.60228565,2.14002495,0.57826376,0.63035338,0.38740111,-0.34378195,1.00000000,126.05380362,229.77267691,79.73739382,229.77267691
4.51645148,31,756.47557033,451.79409350,712.47367495,451.61468523,0.90937783,0.75561706,2.16393589,0.01179960,0.23067134,0.04139554,0.97207909,0.90450177,0.60228565,2.14002495,0.57826376,0.63035338,0.38740111,-0.34378195,1.00000000,759.68669301,455.64773679,715.96138459,455.64773679
4.58645161,13,131.98702382,227.15830064,84.30839212,226.55525227,0.90811645,0.75377671,2.16507248,0.01214590,0.22852787,0.04061705,0.97261386,0.90307394,0.60046555,2.14106648,0.57805588,0.62899699,0.38850965,-0.34536131,1.00000000,128.47345261,225.78121405,82.18220315,225.78121405
4.58645161,31,763.79746535,450.51493996,719.99103097,450.39068054,0.90811645,0.75377671,2.16507248,0.01214590,0.22852787,0.04061705,0.97261386,0.90307394,0.60046555,2.14106648,0.57805588,0.62899699,0.38850965,-0.34536131,1.00000000,761.91958808,451.00413430,718.21873311,451.00413430
4.98645161,13,126.32839735,226.27919141,77.70633168,225.65577184,0.90235778,0.73509848,2.17682561,0.02732233,0.22436123,0.05189026,0.97273887,0.89978264,0.58266554,2.14743884,0.57791354,0.62513536,0.40409911,-0.33455288,1.00000000,77.78062408,225.86282145,30.43000098,225.86282145
4.98645161,31,759.96670241,443.16416787,715.69267426,442.96519831,0.90235778,0.73509848,2.17682561,0.02732233,0.22436123,0.05189026,0.97273887,0.89978264,0.58266554,2.14743884,0.57791354,0.62513536,0.40409911,-0.33455288,1.00000000,734.21719814,442.73150772,690.37107262,442.73150772
5.04645136,31,745.95263632,439.69477193,701.59279345,439.54066226,0.90430899,0.73088014,2.18123249,0.03048559,0.22280318,0.05343511,0.97291997,0.90204565,0.57865298,2.15077281,0.57803726,0.62366510,0.40736048,-0.33312491,1.00000000,730.16529680,438.42119963,686.26814316,438.42119963
5.25645148,13,96.15729012,227.39525024,47.63730426,227.20161025,0.91575446,0.72589673,2.18007833,0.02975760,0.23004151,0.05112420,0.97138133,0.91250015,0.57358495,2.15013572,0.58163252,0.62572288,0.40149208,-0.33011905,1.00000000,80.13180520,239.82651516,32.77909130,239.82651516
5.25645148,31,747.39534951,439.25727822,703.26263015,439.36430804,0.91575446,0.72589673,2.18007833,0.02975760,0.23004151,0.05112420,0.97138133,0.91250015,0.57358495,2.15013572,0.58163252,0.62572288,0.40149208,-0.33011905,1.00000000,737.13298778,452.94838783,693.19383815,452.94838783
5.78645161,13,116.04668124,245.92190062,67.93426954,245.65995773,0.92102007,0.70944935,2.17495623,0.02795302,0.23267843,0.03973033,0.97133924,0.91437838,0.55697861,2.14641526,0.58785024,0.62226994,0.39351456,-0.33519920,1.00000000,126.22072149,253.96578334,79.73985990,253.96578334
5.78645161,31,762.60418803,450.16056820,718.76665736,450.08488749,0.92102007,0.70944935,2.17495623,0.02795302,0.23267843,0.03973033,0.97133924,0.91437838,0.55697861,2.14641526,0.58785024,0.62226994,0.39351456,-0.33519920,1.00000000,768.50222735,460.39997794,724.72792198,460.39997794
5.85645148,13,130.06393030,251.66183459,82.09149771,251.30669204,0.92447308,0.71010504,2.17056627,0.02476266,0.23582998,0.03540392,0.97083296,0.91663171,0.55744776,2.14335789,0.58975981,0.62301035,0.38789406,-0.33701583,1.00000000,144.09750323,261.04042173,97.97917456,261.04042173
5.85645148,31,771.08204883,455.01152099,727.26118135,455.01850100,0.92447308,0.71010504,2.17056627,0.02476266,0.23582998,0.03540392,0.97083296,0.91663171,0.55744776,2.14335789,0.58975981,0.62301035,0.38789406,-0.33701583,1.00000000,779.46409438,467.69117815,735.72282840,467.69117815
6.05645148,31,810.79842745,474.03018342,767.01903813,474.16544729,0.93772442,0.71575481,2.15457943,0.01406398,0.24342577,0.02348230,0.96953317,0.92680524,0.56258886,2.13162310,0.59357878,0.62548393,0.37201072,-0.34357257,1.00000000,809.06960666,485.46401917,765.30909386,485.46401917
6.12645136,20,1400.21031756,330.43786110,1360.17897241,330.35049531,0.94161162,0.71815480,2.14997837,0.01233414,0.24582429,0.02245226,0.96897578,0.93041962,0.56491115,2.12768146,0.59413457,0.62673755,0.36914495,-0.34341835,1.00000000,1394.72308029,345.24485521,1355.17475134,345.24485521
6.12645136,31,815.71751350,481.09593324,771.69133668,481.12368688,0.94161162,0.71815480,2.14997837,0.01233414,0.24582429,0.02245226,0.96897578,0.93041962,0.56491115,2.12768146,0.59413457,0.62673755,0.36914495,-0.34341835,1.00000000,811.25287214,491.14274822,767.43858709,491.14274822
6.45645148,13,214.24544524,284.54789262,168.12418639,284.09214303,0.95091530,0.72718181,2.14296256,0.00772764,0.24846015,0.01759841,0.96845141,0.93852894,0.57377705,2.12247876,0.59534297,0.62764004,0.36277771,-0.34644921,1.00000000,210.20390674,283.02972787,165.27037911,283.02972787
6.45645148,31,822.86979752,496.27696658,778.78093030,496.04816895,0.95091530,0.72718181,2.14296256,0.00772764,0.24846015,0.01759841,0.96845141,0.93852894,0.57377705,2.12247876,0.59534297,0.62764004,0.36277771,-0.34644921,1.00000000,820.73293640,496.76359668,776.83578346,496.76359668
6.99645148,31,867.12939568,478.97044503,822.96091049,479.10937818,0.99592174,0.72429353,2.13463887,0.01150567,0.24601068,0.00010910,0.96919811,0.97814522,0.57140251,2.11428257,0.60540591,0.61629507,0.35750953,-0.35475486,1.00000000,854.71858090,488.51926350,810.36435178,488.51926350
