time_s,apriltag_id,left_u,left_v,right_u,right_v,x,y,z,rot_x,rot_y,rot_z,w,cam_x,cam_y,cam_z,cam_rot_x,cam_rot_y,cam_rot_z,cam_w,valid_frame,gt_left_u,gt_left_v,gt_right_u,gt_right_v
-0.03506235,13,164.18456881,42.00451442,113.22182939,40.92217176,0.64853473,0.62122667,2.17587087,0.02456609,0.22273704,-0.04192298,0.97366684,0.61830500,0.47055765,2.15371151,0.62442241,0.57972366,0.35680211,-0.38302662,0.00000000,205.33694493,231.71498712,159.28728262,231.71498712
-0.03506235,20,1573.41489508,115.39681415,1531.03246203,115.53052678,0.64853473,0.62122667,2.17587087,0.02456609,0.22273704,-0.04192298,0.97366684,0.61830500,0.47055765,2.15371151,0.62442241,0.57972366,0.35680211,-0.38302662,0.00000000,1537.93684849,335.99587980,1498.65151979,335.99587980
0.02493765,20,1577.59648992,113.57141677,1535.37439452,113.60118135,0.65507174,0.61791389,2.17473376,0.02393185,0.22462599,-0.04409190,0.97315274,0.62416659,0.46731954,2.15300264,0.62588676,0.57964501,0.35420061,-0.38317014,0.00000000,1545.94810010,338.98088150,1506.52185417,338.98088150
0.09493752,20,1584.94898049,114.81850717,1542.46384944,114.95542557,0.66126856,0.61382717,2.17226316,0.02456615,0.22686995,-0.04377875,0.97263034,0.63032281,0.46325568,2.15043151,0.62688175,0.58034915,0.35331868,-0.38128735,0.00000000,1546.43032167,343.04834862,1506.97380486,343.04834862
0.16493765,13,179.70448672,43.83183422,129.31513151,43.10820339,0.66844327,0.60808527,2.16846832,0.02725507,0.22958986,-0.04047897,0.97206276,0.63817810,0.45750790,2.14574097,0.62758391,0.58174390,0.35473635,-0.37666245,0.00000000,199.19066695,247.07760075,152.82586926,247.07760075
0.16493765,20,1590.52604822,118.52940499,1547.77090802,118.75634795,0.66844327,0.60808527,2.16846832,0.02725507,0.22958986,-0.04047897,0.97206276,0.63817810,0.45750790,2.14574097,0.62758391,0.58174390,0.35473635,-0.37666245,0.00000000,1537.71002808,347.65875963,1498.34909409,347.65875963
0.22493765,20,1584.88144997,123.22884772,1542.01000502,123.42546530,0.67543414,0.60193727,2.16435546,0.02888463,0.23303283,-0.03951028,0.97123634,0.64520026,0.45141217,2.14124399,0.62917684,0.58273235,0.35395343,-0.37319766,0.00000000,1536.20087289,354.04555699,1496.84216918,354.04555699
0.29493752,13,162.73041926,57.36354235,111.83038789,56.87978300,0.68340253,0.59439774,2.15937714,0.02887021,0.23726018,-0.04105884,0.97014849,0.65253864,0.44395140,2.13658790,0.63149164,0.58353792,0.35054505,-0.37124111,0.00000000,202.12423093,266.13394109,155.66436402,266.13394109
0.29493752,20,1576.81840432,129.48552786,1534.29039881,129.66180654,0.68340253,0.59439774,2.15937714,0.02887021,0.23726018,-0.04105884,0.97014849,0.65253864,0.44395140,2.13658790,0.63149164,0.58353792,0.35054505,-0.37124111,0.00000000,1543.52754334,362.70382681,1504.04811582,362.70382681
0.36493765,13,165.67838255,68.48151234,115.21372606,68.01193575,0.68922980,0.58800335,2.15539185,0.02885080,0.23989820,-0.04230301,0.96944668,0.65789315,0.43762044,2.13283027,0.63306238,0.58389644,0.34826193,-0.37014942,0.00000000,207.32990992,272.66183637,160.89442301,272.66183637
0.36493765,20,1579.63474870,138.31707947,1537.33968085,138.52413975,0.68922980,0.58800335,2.15539185,0.02885080,0.23989820,-0.04230301,0.96944668,0.65789315,0.43762044,2.13283027,0.63306238,0.58389644,0.34826193,-0.37014942,0.00000000,1549.65624461,368.01969573,1510.07255775,368.01969573
