time_s,range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,x,y,z,w,rot_x,rot_y,rot_z,tag_pos_x,tag_pos_y,tag_pos_z,bias,gt_range,range_calib,bias_calib,std
0.000448815,1.8595000505447388,1,5,63077060.10867388,28203540.5085637,28512428.698417466,63385960.16125801,30051146.647135418,64924675.38686899,-80.71769714355469,-80.65260314941406,1.1770999431610107,-1.510599970817566,0.5683571242160335,0.5720769269564316,1.5618663024403365,0.9562134246293912,0.019862603942035043,0.2780002636161495,-0.08931526718610248,0.4966474715733572,0.37607536475758696,1.6680553477015079,0.10520701460810922,1.7542930359366296,1.7437522654958164,-0.01054077044081314,0.1108559384576177
0.004213335,3.615299940109253,2,6,11349864.595853366,35406512.529422075,35710729.98046875,11654106.194911858,37249447.9291867,13192824.253180088,-87.37830352783203,-85.3053970336914,-0.35850000381469727,-0.3677999973297119,0.5683587104956478,0.5720973741342039,1.561874109716211,0.9562099298330962,0.019799852853214485,0.2780143689636659,-0.08932271024387371,0.5342965718746642,0.5796418171763569,1.6656471895189644,0.10867912444563066,3.5066208156636223,3.506419661960778,-0.00020115370284434775,0.13431769740772342
0.007526396,3.843400001525879,1,6,3898326.134314904,39115239.0230619,39424664.27534054,4207776.2701572515,40963382.224058494,5746490.415915465,-87.89820098876953,-87.65080261230469,2.2695999145507812,-2.6252999305725098,0.5683602156692281,0.5721153886543228,1.5618810926190285,0.9562070411195897,0.01974549594939401,0.2780260984469722,-0.08932915809178106,0.49666600072062794,0.3761351617032561,1.6681199282071144,0.1695466621626185,3.6738533393632604,3.7007165223510707,0.02686318298781032,0.12158158675113559
0.011654355,4.5304999351501465,2,7,18349688.313802082,47438174.125475764,47742540.877904646,18654086.209810697,49281258.8266226,20192808.759640425,-85.14080047607422,-86.71430206298828,-2.769700050354004,3.2520999908447266,0.5683623654381402,0.5721378830592869,1.5618900744485864,0.9562039162941928,0.019679953547846157,0.27803899377296476,-0.08933693432013448,0.5343074445852543,0.5797051198994342,1.665663863491431,0.14138240750596243,4.389117527644184,4.440238907579554,0.05112137993536958,0.1384236082674023
0.01621343,4.769100189208984,1,7,11860193.12149439,52108949.94491186,52416491.19841747,12167766.34803185,53955209.147135414,13706485.032301683,-85.1771011352539,-86.40859985351562,-0.699400007724762,0.4487999975681305,0.5683652749671746,0.5721628222033683,1.5619005432210906,0.9562013940762364,0.019611827388867093,0.27804988310557066,-0.08934502055576418,0.4966874389061736,0.3762070737238395,1.66819556876528,0.28950616320978906,4.479594025999195,4.617490795177792,0.13789676917859683,0.1397176972019695
0.020102469,4.602200031280518,2,9,27349463.954827726,58001995.755709134,58305737.99328926,27653237.17948718,59844455.942007214,29191956.521058694,-85.85269927978516,-85.58679962158203,-1.1734000444412231,1.1101000308990479,0.5683683586642598,0.5721842034413149,1.5619100905503929,0.9562002892456237,0.019558504621757542,0.2780554032432989,-0.0893513540510303,0.5343189116434836,0.5797746952111453,1.66568397740191,0.24134587588680745,4.36085415539371,4.486811308706496,0.12595715331278612,0.14010561125659102
0.023464074,4.461100101470947,1,9,19859960.749699518,61672792.8904998,61979215.55739183,20166412.729116585,63517933.506109774,21705128.377278645,-88.37339782714844,-87.61029815673828,1.486299991607666,-1.3336000442504883,0.5683715602713449,0.5722027862881874,1.5619188914505067,0.9562002565125015,0.01951661446889394,0.27805686016815073,-0.08935633004174015,0.49670321673826706,0.3762646776560774,1.6682528282764146,0.2439010069675014,4.217199094503446,4.327355418500836,0.11015632399738973,0.1204628792567107
0.02698079,3.8104000091552734,2,10,34349672.288161054,12335774.11358173,12639327.736879006,34653252.923427485,14178045.685596956,36191978.90061598,-88.63939666748047,-89.10600280761719,-5.583199977874756,5.371799945831299,0.5683754520783912,0.5722223542048368,1.5619286471185925,0.9562011059021207,0.019476746355251373,0.2780552180917065,-0.089361049204606,0.5343272710684381,0.5798287161796739,1.665701787320772,0.13849762120536235,3.671902387949911,3.74954802868226,0.07764564073234892,0.116742157464409
0.030698364,3.8294999599456787,1,10,26860137.031750802,16006540.840344552,16314608.185596956,27168230.794270832,17853326.134314902,28706953.0467498,-85.42859649658203,-85.9375,-3.20740008354187,2.687700033187866,0.568380163777509,0.5722432129947282,1.561939556353749,0.9562029123982368,0.01943857292204381,0.27805023837516224,-0.08936552547487056,0.4967169380728481,0.37631979182750813,1.6683040011637273,0.221135714902025,3.6083642450436537,3.6535931775177164,0.04522893247406268,0.14062664500015082
0.035900333,4.455100059509277,2,11,42349327.736879006,2909742.932441907,3214367.8009815705,42653981.91794371,4753085.749699519,44192697.75390625,-82.57119750976562,-81.52230072021484,1.1407999992370605,-1.469599962234497,0.5683877766701658,0.5722727629072134,1.561955822780637,0.9562068579392817,0.019391148019637153,0.2780382334752061,-0.08937096247861408,0.5343372997533486,0.5798960347745266,1.6657269688077208,0.1008314194079789,4.354268640101298,4.333502255217613,-0.020766384883685873,0.16718471568909635
