time_s,apriltag_id,left_u,left_v,right_u,right_v,x,y,z,rot_x,rot_y,rot_z,w,cam_x,cam_y,cam_z,cam_rot_x,cam_rot_y,cam_rot_z,cam_w,valid_frame,gt_left_u,gt_left_v,gt_right_u,gt_right_v
-0.02906559,13,262.63951135,165.38606327,216.79445651,165.12653836,0.67629414,0.79447098,2.17823115,0.03618650,0.24975459,-0.09045722,0.96339536,0.63003132,0.64768385,2.15775385,0.66332238,0.55832943,0.32000637,-0.38192617,0.00000000,276.73473560,344.59934246,234.00264152,344.59934246
-0.02906559,20,1635.10540813,146.58844493,1591.08543532,146.95903872,0.67629414,0.79447098,2.17823115,0.03618650,0.24975459,-0.09045722,0.96339536,0.63003132,0.64768385,2.15775385,0.66332238,0.55832943,0.32000637,-0.38192617,0.00000000,1590.17382925,364.78592613,1549.36663839,364.78592613
0.04093454,13,262.46010254,163.08385213,216.70489696,163.00977218,0.67372650,0.79480394,2.18017862,0.03594857,0.24850461,-0.09162377,0.96361725,0.62719277,0.64809169,2.15977867,0.66330195,0.55735443,0.32002476,-0.38336761,0.00000000,280.59006629,342.35866415,237.94843782,342.35866415
0.04093454,20,1634.67706550,143.67004807,1590.59128941,144.03835143,0.67372650,0.79480394,2.18017862,0.03594857,0.24850461,-0.09162377,0.96361725,0.62719277,0.64809169,2.15977867,0.66330195,0.55735443,0.32002476,-0.38336761,0.00000000,1593.10336785,361.55181327,1552.26725033,361.55181327
0.17093441,20,1640.18839169,136.72499483,1596.07525287,137.16492920,0.67023890,0.79574625,2.18266867,0.03573262,0.24706353,-0.09203172,0.96395692,0.62365821,0.64904902,2.16226790,0.66286755,0.55670857,0.32058765,-0.38458516,0.00000000,1593.61395581,358.27321033,1552.79449026,358.27321033
0.31093441,20,1643.85209576,132.74284987,1599.75256857,133.25218042,0.66712130,0.79806358,2.18448911,0.03361779,0.24563471,-0.09409145,0.96419925,0.62014988,0.65139807,2.16476743,0.66228604,0.55612879,0.31929086,-0.38749364,0.00000000,1600.36254593,356.13649061,1559.45509957,356.13649061
0.37093441,13,275.32313361,150.90612663,230.05289933,151.07287577,0.66616876,0.79889278,2.18498467,0.03309617,0.24548245,-0.09528057,0.96413932,0.61889721,0.65229261,2.16549572,0.66253126,0.55568780,0.31847128,-0.38838054,0.00000000,294.12861523,334.54500394,251.80055288,334.54500394
0.37093441,20,1646.62668898,132.00106244,1602.27843299,132.51967109,0.66616876,0.79889278,2.18498467,0.03309617,0.24548245,-0.09528057,0.96413932,0.61889721,0.65229261,2.16549572,0.66253126,0.55568780,0.31847128,-0.38838054,0.00000000,1603.73243313,355.79828536,1562.77806083,355.79828536
0.51093441,13,280.56331096,150.86760385,235.13971508,150.69141871,0.66656623,0.80021577,2.18427502,0.03332729,0.24599097,-0.09451399,0.96407720,0.61948008,0.65356822,2.16469395,0.66247087,0.55617782,0.31869332,-0.38759922,0.00000000,291.32033222,335.63773242,248.95080444,335.63773242
0.51093441,20,1651.50697478,131.47742315,1607.11729454,132.02987218,0.66656623,0.80021577,2.18427502,0.03332729,0.24599097,-0.09451399,0.96407720,0.61948008,0.65356822,2.16469395,0.66247087,0.55617782,0.31869332,-0.38759922,0.00000000,1600.95104485,357.30406708,1560.03476713,357.30406708
0.64093454,13,277.28387372,152.00876680,231.90039416,152.01067579,0.66810033,0.80221112,2.18247753,0.03276711,0.24699157,-0.09403430,0.96388746,0.62115395,0.65549316,2.16308925,0.66233752,0.55709391,0.31805862,-0.38703243,0.00000000,289.79860833,336.89237425,247.40249584,336.89237425
0.64093454,20,1647.74093358,134.01086160,1603.58834870,134.47124240,0.66810033,0.80221112,2.18247753,0.03276711,0.24699157,-0.09403430,0.96388746,0.62115395,0.65549316,2.16308925,0.66233752,0.55709391,0.31805862,-0.38703243,0.00000000,1599.78500070,360.64003287,1558.87137341,360.64003287
0.71093441,13,276.23287345,152.74935837,230.85810414,152.84828159,0.66928249,0.80300256,2.18126787,0.03263640,0.24763809,-0.09394848,0.96373436,0.62234590,0.65627166,2.16195398,0.66246768,0.55744634,0.31763989,-0.38664591,0.00000000,289.27340617,338.14448853,246.86533242,338.14448853
0.71093441,20,1646.47774622,135.86240283,1602.35626895,136.35069727,0.66928249,0.80300256,2.18126787,0.03263640,0.24763809,-0.09394848,0.96373436,0.62234590,0.65627166,2.16195398,0.66246768,0.55744634,0.31763989,-0.38664591,0.00000000,1599.58697850,362.42907518,1558.66458963,362.42907518
0.78093428,13,276.09666408,153.73843104,230.65846967,153.75427507,0.67064521,0.80346949,2.17997524,0.03275112,0.24835205,-0.09358790,0.96358182,0.62377773,0.65671832,2.16064752,0.66261310,0.55784904,0.31745229,-0.38596939,0.00000000,287.76520401,339.69029391,245.32476638,339.69029391
0.78093428,20,1646.33517643,138.24248794,1601.99386652,138.80816649,0.67064521,0.80346949,2.17997524,0.03275112,0.24835205,-0.09358790,0.96358182,0.62377773,0.65671832,2.16064752,0.66261310,0.55784904,0.31745229,-0.38596939,0.00000000,1598.50972194,364.24911375,1557.59169290,364.24911375
0.84093454,13,275.20824337,155.37027483,229.69270901,155.23082959,0.67228299,0.80366737,2.17844978,0.03280785,0.24925763,-0.09346360,0.96335809,0.62541360,0.65691233,2.15915606,0.66290920,0.55822284,0.31698659,-0.38530267,0.00000000,287.04234318,341.71772087,244.58081807,341.71772087
0.84093454,20,1645.49691645,140.39721105,1601.12152381,141.00187510,0.67228299,0.80366737,2.17844978,0.03280785,0.24925763,-0.09346360,0.96335809,0.62541360,0.65691233,2.15915606,0.66290920,0.55822284,0.31698659,-0.38530267,0.00000000,1598.27073365,366.45858162,1557.34296733,366.45858162
0.98093428,13,273.56048237,159.76438095,228.00727212,159.70322243,0.67642305,0.80374634,2.17470187,0.03314775,0.25118886,-0.09308578,0.96288130,0.62956646,0.65698721,2.15540820,0.66359287,0.55896904,0.31616278,-0.38371762,0.00000000,284.81440565,346.26306424,242.28623821,346.26306424
0.98093428,20,1643.74780634,145.19824628,1599.47934494,145.85839745,0.67642305,0.80374634,2.17470187,0.03314775,0.25118886,-0.09308578,0.96288130,0.62956646,0.65698721,2.15540820,0.66359287,0.55896904,0.31616278,-0.38371762,0.00000000,1597.47344346,370.99818233,1556.52120058,370.99818233
1.04093454,13,271.94149856,161.90015851,226.41680459,161.84828568,0.67902491,0.80390346,2.17265673,0.03305400,0.25227011,-0.09243891,0.96266413,0.63232095,0.65708933,2.15341151,0.66363375,0.55976652,0.31579857,-0.38278317,0.00000000,282.56975429,348.01716923,239.98125529,348.01716923
1.04093454,20,1642.39941793,147.21747364,1598.22554692,147.83882744,0.67902491,0.80390346,2.17265673,0.03305400,0.25227011,-0.09243891,0.96266413,0.63232095,0.65708933,2.15341151,0.66363375,0.55976652,0.31579857,-0.38278317,0.00000000,1596.16412519,373.92776796,1555.21071304,373.92776796
1.25093441,20,1628.55725475,156.59232974,1584.39171360,157.21630820,0.69151164,0.79826309,2.17170041,0.03611737,0.25438216,-0.08646465,0.96255333,0.64622560,0.65117036,2.15123235,0.66307818,0.56223095,0.31927608,-0.37720878,0.00000000,1580.12644534,376.18986559,1539.34610687,376.18986559
1.31093441,13,252.17093796,169.75650878,206.08704143,169.60446373,0.69592429,0.79330080,2.17415633,0.04019058,0.25299025,-0.08282585,0.96307824,0.65144550,0.64618710,2.15212755,0.66283425,0.56161309,0.32414362,-0.37439607,0.00000000,246.36867107,349.13020142,202.93178032,349.13020142
1.31093441,20,1625.31349745,158.49069032,1581.28336287,158.94994349,0.69592429,0.79330080,2.17415633,0.04019058,0.25299025,-0.08282585,0.96307824,0.65144550,0.64618710,2.15212755,0.66283425,0.56161309,0.32414362,-0.37439607,0.00000000,1568.16757773,369.15114572,1527.53747570,369.15114572
1.78093428,20,1663.59053732,140.78495868,1618.93649213,141.21200604,0.74924584,0.78839766,2.16610134,0.02423513,0.25264972,-0.10170349,0.96189241,0.70050154,0.64184941,2.15017525,0.66376907,0.55928279,0.30604533,-0.39108776,0.00000000,1647.04189112,364.78282132,1604.65391138,364.78282132
2.05093441,20,1710.02329932,135.56275374,1663.52689618,136.09310986,0.82427174,0.76778159,2.15388845,0.03196452,0.26136097,-0.11864797,0.95738640,0.76984779,0.62327522,2.13769708,0.67838824,0.54918561,0.29499553,-0.38879584,0.00000000,1704.62789649,354.14589593,1660.54215471,354.14589593
2.79093441,18,83.94465463,284.93284701,41.99448643,284.84807785,1.02938713,0.59530932,2.11859807,0.06528042,0.27050230,-0.20455655,0.93846823,0.94877907,0.46378246,2.10101455,0.73439502,0.48527740,0.25519674,-0.40005552,0.00000000,98.07547429,453.51212249,58.16339945,453.51212249
2.92093454,18,105.36811485,283.63121508,63.40051987,283.62382841,1.07885686,0.53583804,2.12474316,0.07135715,0.26505787,-0.21939250,0.93622570,0.99415662,0.40704561,2.10618178,0.74130707,0.47108095,0.25246520,-0.40596538,0.00000000,135.57715985,450.57062911,95.75371532,450.57062911
3.05093441,18,141.68266468,277.47133530,99.66873858,277.41396440,1.14097300,0.45827094,2.13085686,0.07933735,0.26339003,-0.23581501,0.93204890,1.05159773,0.33281907,2.11133758,0.75087918,0.45607536,0.24710466,-0.40879703,0.00000000,176.15310779,454.88463317,136.29183341,454.88463317
4.39093441,21,611.85632342,347.79448872,571.72187674,347.94464718,1.65193531,-0.66045400,2.08806470,0.16497960,0.25480846,-0.53218542,0.79033645,1.50270523,-0.70123427,2.07487675,0.87196027,0.19044802,0.07726669,-0.44434749,0.00000000,668.01500000,512.09127151,627.97955891,512.09127151
6.80093454,30,180.38997738,565.48564551,139.95822307,566.04913299,-0.05931257,-2.75989772,1.99006790,0.31319331,0.09400132,-0.90157492,0.28324480,-0.13020045,-2.62264830,1.97515251,0.80692658,-0.40612989,-0.20013998,-0.37930462,0.00000000,196.95513407,751.05089250,156.35367809,751.05089250
