time_s,orientation_x,orientation_y,orientation_z,orientation_w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8,x,y,z,w,rot_x,rot_y,rot_z
1.53186475,-0.95094818,0.20244271,0.22686850,0.05696696,0.24579862,0.25887144,-0.13802826,0.25887144,0.37442988,-0.37453125,-0.13802826,-0.37453121,0.78368781,-0.00283325,-0.00394939,0.00075588,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.23470449,-0.32985574,-8.57691765,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96155162,0.64346927,1.56909656,0.94896896,0.05068476,0.29397100,-0.10232312
1.53680479,-0.95096833,0.20242195,0.22679609,0.05699259,0.24576373,0.25880616,-0.13798604,0.25880614,0.37429756,-0.37443781,-0.13798601,-0.37443778,0.78373934,-0.00438789,-0.00606506,-0.00683052,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.24902105,-0.33239287,-8.62704849,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96151470,0.64348925,1.56915979,0.94898016,0.05068251,0.29392992,-0.10233840
1.54421496,-0.95100510,0.20235838,0.22668727,0.05703728,0.24567071,0.25866211,-0.13791627,0.25866211,0.37403911,-0.37426192,-0.13791625,-0.37426185,0.78377286,-0.00757821,-0.00346637,-0.01279490,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.24414301,-0.33235237,-8.67956638,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96148120,0.64350942,1.56921654,0.94898945,0.05067837,0.29389585,-0.10235214
1.54915499,-0.95103472,0.20229121,0.22661363,0.05707436,0.24558072,0.25853382,-0.13786245,0.25853380,0.37381996,-0.37411027,-0.13786246,-0.37411034,0.78376053,-0.00701793,-0.00345538,-0.02307599,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.24652910,-0.31805792,-8.67955112,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96144882,0.64353127,1.56927047,0.94899752,0.05067226,0.29386700,-0.10236316
1.55409477,-0.95106560,0.20221616,0.22653912,0.05712160,0.24549075,0.25839445,-0.13780093,0.25839445,0.37358818,-0.37395357,-0.13780093,-0.37395357,0.78372950,-0.00489725,-0.00132811,-0.02576621,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.26567030,-0.29438788,-8.65087223,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96141918,0.64355378,1.56931857,0.94900400,0.05066464,0.29384537,-0.10236895
1.56891487,-0.95116353,0.20193227,0.22633584,0.05730080,0.24518937,0.25791117,-0.13759621,0.25791120,0.37280448,-0.37343147,-0.13759619,-0.37343150,0.78351985,-0.00324151,-0.00603814,-0.03713632,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.34443760,-0.25225461,-8.62690926,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96133387,0.64363831,1.56944981,0.94901854,0.05063513,0.29381281,-0.10234219
1.58373496,-0.95126617,0.20162772,0.22612701,0.05749369,0.24487241,0.25739517,-0.13737954,0.25739520,0.37197787,-0.37288898,-0.13737952,-0.37288901,0.78327667,-0.00485414,-0.00395274,-0.03388839,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.40170336,-0.18125901,-8.69843197,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96126430,0.64374856,1.56955219,0.94903008,0.05061687,0.29381894,-0.10222654
1.58867499,-0.95129812,0.20153812,0.22606073,0.05753955,0.24476429,0.25723649,-0.13732258,0.25723647,0.37172163,-0.37272205,-0.13732260,-0.37272202,0.78322514,-0.01016721,-0.00400970,-0.02848923,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.40888834,-0.14791963,-8.71033669,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96125912,0.64375946,1.56955969,0.94903102,0.05061604,0.29382101,-0.10221235
1.59361477,-0.95132864,0.20146650,0.22598760,0.05757295,0.24466419,0.25709713,-0.13727233,0.25709715,0.37149234,-0.37256954,-0.13727234,-0.37256954,0.78320969,-0.01020577,-0.00191092,-0.01982494,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.40650225,-0.12164208,-8.71747398,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96124105,0.64380204,1.56958569,0.94903430,0.05061362,0.29383089,-0.10215458
1.59855480,-0.95135593,0.20141564,0.22591534,0.05758356,0.24456800,0.25698133,-0.13723992,0.25698134,0.37129166,-0.37243413,-0.13723988,-0.37243410,0.78324010,-0.01552317,-0.00302138,-0.01172469,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.41604662,-0.10264972,-8.71745014,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96122970,0.64383323,1.56960180,0.94903635,0.05061215,0.29383975,-0.10211085
1.60349483,-0.95137906,0.20138268,0.22585011,0.05757320,0.24447673,0.25689153,-0.13722633,0.25689153,0.37113114,-0.37232317,-0.13722632,-0.37232311,0.78330347,-0.01924730,-0.00464140,-0.00362129,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.44229364,-0.08860611,-8.71264648,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96121673,0.64387422,1.56961961,0.94903850,0.05060899,0.29385331,-0.10205340
1.60843487,-0.95139724,0.20137514,0.22579002,0.05753411,0.24439116,0.25683399,-0.13723671,0.25683397,0.37101717,-0.37224037,-0.13723670,-0.37224041,0.78341699,-0.02404061,-0.00680022,0.00772271,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.45896912,-0.07446458,-8.71978092,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96120550,0.64391535,1.56963398,0.94903997,0.05060276,0.29386902,-0.10199756
1.61337490,-0.95141399,0.20138834,0.22572514,0.05746595,0.24429956,0.25680000,-0.13726671,0.25680003,0.37093537,-0.37217336,-0.13726675,-0.37217340,0.78358073,-0.02885754,-0.00211957,0.01367420,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.44465303,-0.07908726,-8.71979427,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96119583,0.64395581,1.56964502,0.94904068,0.05059218,0.29388645,-0.10194590
1.61831493,-0.95142835,0.20142193,0.22565912,0.05736941,0.24420374,0.25678797,-0.13731755,0.25678797,0.37088128,-0.37211740,-0.13731755,-0.37211733,0.78379509,-0.03366931,-0.00007029,0.02340742,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.41601992,-0.09549238,-8.69117832,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96118686,0.64399811,1.56965352,0.94904061,0.05057522,0.29390666,-0.10189670
1.63313477,-0.95145369,0.20157379,0.22549142,0.05707463,0.24400000,0.25685724,-0.13748657,0.25685721,0.37088426,-0.37204519,-0.13748657,-0.37204519,0.78447829,-0.02991741,-0.00476405,0.02504297,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.34221029,-0.18777721,-8.66506481,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96116208,0.64415629,1.56966317,0.94903418,0.05045617,0.29399302,-0.10176646
1.64795487,-0.95149815,0.20163001,0.22530727,0.05686066,0.24374405,0.25680512,-0.13758415,0.25680507,0.37071353,-0.37185607,-0.13758417,-0.37185614,0.78499028,-0.02139265,-0.00572072,0.00719387,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.26810980,-0.22997026,-8.67468929,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96114683,0.64446985,1.56962101,0.94899609,0.05001241,0.29420878,-0.10171709
1.65289490,-0.95151860,0.20161626,0.22524232,0.05682553,0.24365224,0.25674785,-0.13758783,0.25674783,0.37059910,-0.37175827,-0.13758784,-0.37175827,0.78509292,-0.01711917,-0.00567110,-0.00415913,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.29435682,-0.22785959,-8.68422031,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96114685,0.64447097,1.56962079,0.94899589,0.05001053,0.29420975,-0.10171712
1.66030482,-0.95155334,0.20157187,0.22514343,0.05679353,0.24350359,0.25662759,-0.13757759,0.25662759,0.37037740,-0.37158391,-0.13757759,-0.37158384,0.78520284,-0.01443417,-0.00721712,-0.01173002,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.33017445,-0.21868707,-8.72477913,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96114685,0.64447150,1.56962069,0.94899579,0.05000964,0.29421021,-0.10171714
1.66524485,-0.95157784,0.20152715,0.22508216,0.05678383,0.24339869,0.25652960,-0.13756433,0.25652962,0.37020732,-0.37145837,-0.13756436,-0.37145844,0.78524322,-0.01495779,-0.00722138,-0.01389627,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.35642099,-0.19032395,-8.75338554,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96114686,0.64447194,1.56962060,0.94899571,0.05000889,0.29421060,-0.10171715
1.67018488,-0.95160478,0.20147885,0.22501273,0.05677936,0.24329067,0.25642349,-0.13754360,0.25642347,0.37002229,-0.37131953,-0.13754360,-0.37131957,0.78528049,-0.01070526,-0.00770229,-0.01604815,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.38985252,-0.15726048,-8.78437424,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96114687,0.64447242,1.56962051,0.94899562,0.05000810,0.29421101,-0.10171716
1.67512491,-0.95163214,0.20143810,0.22493704,0.05676519,0.24317937,0.25631986,-0.13752830,0.25631986,0.36983826,-0.37118406,-0.13752828,-0.37118409,0.78533811,-0.01233588,-0.00246141,-0.01333350,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.41848516,-0.13608219,-8.78911114,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96114784,0.64451748,1.56961171,0.94898692,0.04993148,0.29425175,-0.10171819
1.68006495,-0.95165998,0.20139655,0.22486167,0.05674497,0.24306008,0.25621413,-0.13751751,0.25621413,0.36964727,-0.37103823,-0.13751751,-0.37103819,0.78540266,-0.01180784,-0.00456153,-0.01117923,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.45896912,-0.12219631,-8.76041412,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96114948,0.64456584,1.56960213,0.94897683,0.04984865,0.29429842,-0.10171792
1.68500498,-0.95168364,0.20136851,0.22479387,0.05671582,0.24295351,0.25612947,-0.13751693,0.25612946,0.36948870,-0.37091612,-0.13751690,-0.37091608,0.78548453,-0.01551117,-0.00670420,-0.00903022,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.49476051,-0.11779939,-8.72457600,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96115170,0.64461659,1.56959203,0.94896588,0.04976264,0.29434916,-0.10171533
1.69982482,-0.95174104,0.20132618,0.22463153,0.05654583,0.24261921,0.25593836,-0.13759765,0.25593835,0.36911589,-0.37061777,-0.13759765,-0.37061784,0.78580660,-0.01607387,-0.00776812,0.00232614,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.49470758,-0.11064446,-8.73172665,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96116112,0.64479935,1.56955642,0.94893375,0.04948249,0.29451003,-0.10168608
1.71464491,-0.95169789,0.20136033,0.22486770,0.05621096,0.24240320,0.25608709,-0.13797135,0.25608705,0.36942203,-0.37080807,-0.13797136,-0.37080803,0.78601854,-0.02138128,-0.00466659,0.00504068,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.49489307,-0.12733364,-8.72459698,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96116766,0.64493821,1.56953284,0.94892393,0.04931516,0.29458258,-0.10164888
1.71958495,-0.95167512,0.20136599,0.22497450,0.05614863,0.24239370,0.25616047,-0.13806967,0.25616049,0.36959356,-0.37094455,-0.13806967,-0.37094451,0.78601300,-0.01820629,-0.00305551,0.00343004,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.49250698,-0.12253539,-8.71265602,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96116835,0.64495414,1.56953054,0.94892349,0.04929818,0.29458836,-0.10164450
1.72452498,-0.95165491,0.20136277,0.22507633,0.05609446,0.24237846,0.25621756,-0.13816009,0.25621754,0.36973724,-0.37106579,-0.13816009,-0.37106579,0.78599416,-0.01820894,-0.00252909,0.00126214,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.48290968,-0.11528014,-8.73413849,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96117030,0.64500184,1.56952434,0.94892267,0.04924924,0.29460357,-0.10163178
1.73193490,-0.95162600,0.20135571,0.22522654,0.05600780,0.24234499,0.25629608,-0.13829901,0.25629605,0.36993987,-0.37123798,-0.13829904,-0.37123798,0.78596992,-0.01927023,-0.00253998,0.00071573,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.48288345,-0.11289597,-8.74845886,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96117186,0.64504619,1.56951967,0.94892219,0.04920525,0.29461628,-0.10162072
1.73687493,-0.95160651,0.20135175,0.22532642,0.05595110,0.24232501,0.25635097,-0.13839073,0.25635101,0.37007999,-0.37135493,-0.13839070,-0.37135493,0.78595233,-0.01715197,-0.00146563,-0.00089922,0.69494526,0.00000000,0.00000000,0.00000000,0.61448867,0.00000000,0.00000000,-0.00000000,0.64256796,-4.48288345,-0.11050938,-8.73890591,10291009.21005011,0.00000000,0.00000000,0.00000000,7348085.28795838,0.00000000,0.00000000,-0.00000000,9135388.76920938,0.96117311,0.64509359,1.56951610,0.94892136,0.04915828,0.29463042,-0.10161015
